id,pressure [MPa],mass_flux [kg/m2-s],x_e_out [-],D_e [mm],D_h [mm],length [mm],chf_exp [MW/m2],author_Inasaka,author_Janssen,author_Kossolapov,author_Mortimore,author_Peskov,author_Richenderfer,author_Thompson,author_Weatherhead,author_Williams,geometry_plate,geometry_tube
17291,18.27,1523.2,-0.0425,3.0,3.0,150.0,1.7,0,0,0,0,0,0,1,0,0,0,1
17292,13.79,2731.0,0.1622,5.6,15.2,2134.0,1.8,0,0,0,0,0,0,0,0,0,0,0
17293,6.232,4055.0,0.0636,10.8,10.8,734.4,3.7,0,0,0,0,0,0,1,0,0,0,1
17294,13.789999999999997,4456.0,0.0684,4.6,4.6,295.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17295,18.96,3784.0,,1.9,1.9,152.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17296,5.51,4218.0,0.1459,5.6,5.6,864.0,7.2,0,0,0,0,0,0,1,0,0,0,1
17297,11.376000000000001,1354.0,0.0518,5.6,15.2,2134.0,2.1,0,0,0,0,0,0,0,0,0,0,0
17298,13.79,1313.0,-0.1186,5.7,5.7,432.4,3.0,0,0,0,0,0,0,1,0,0,0,1
17299,14.134,2048.0,-0.0389,8.65351919561243,14.764067574795769,152.0,2.2,0,0,0,0,0,0,1,0,0,0,1
17300,3.45,5249.0,,5.7,5.7,625.0,5.4,0,0,0,0,0,0,1,0,0,0,1
17301,13.79,2116.0,,7.8,7.8,591.0,1.3,0,0,0,0,0,0,1,0,0,0,1
17302,6.89,4195.0,0.1819,8.5,22.3,1829.0,2.1,0,1,0,0,0,0,0,0,0,0,0
17303,10.34,5940.0,-0.1189,10.3,10.3,762.0,9.0,0,0,0,0,0,0,1,0,0,0,1
17304,17.24,2197.0,-0.0258,1.9,1.9,696.0,2.0,0,0,0,0,0,0,1,0,0,0,1
17305,6.89,1967.0,0.1006,12.8,12.8,1930.0,2.2,0,0,0,0,0,0,1,0,0,0,1
17306,13.79,1356.0,-0.0102,7.7,7.7,457.0,2.7,0,0,0,0,0,0,1,0,0,0,1
17307,6.89,5357.0,0.0253,23.6,23.6,1972.0,2.5,0,0,0,0,0,0,1,0,0,0,1
17308,6.83,3513.0,0.0069,10.8,10.8,432.0,6.0,0,0,0,0,0,0,1,0,0,0,1
17309,13.789999999999997,912.0,0.1225,4.7,4.7,318.0,2.6,0,0,0,0,0,0,1,0,0,0,1
17310,7.0,3770.0,0.0436,10.8,10.8,864.0,6.7,0,0,0,0,0,0,1,0,0,0,1
17311,3.9,4136.0,0.1951,5.6,5.6,216.0,4.8,0,0,0,0,0,0,1,0,0,0,1
17312,6.89,2740.0,-0.0415,12.8,12.8,1930.0,5.4,0,0,0,0,0,0,1,0,0,0,1
17313,10.0,1000.0,,8.65351919561243,14.764067574795769,400.0,4.5,0,0,0,0,1,0,0,0,0,0,1
17314,5.51,1519.0,0.0235,12.7,42.3,1778.0,2.3,0,1,0,0,0,0,0,0,0,0,0
17315,6.89,766.0,0.0091,12.7,42.3,1778.0,3.0,0,1,0,0,0,0,0,0,0,0,0
17316,11.687999999999999,2566.6,-0.0137,5.6,22.626824800829144,2134.0,2.1,0,0,0,0,0,0,1,0,0,0,0
17317,6.89,1673.6,0.1282,8.5,24.6,1778.0,2.0,0,1,0,0,0,0,0,0,0,0,0
17318,11.03,4092.0,0.0177,9.5,9.5,1836.0,2.5,0,0,0,0,0,0,0,0,1,0,1
17319,20.0,1842.0,0.1103,10.0,10.0,1650.0,1.2,0,0,0,0,1,0,0,0,0,0,1
17320,6.89,5642.0,-0.0007,8.65351919561243,14.764067574795769,1244.0,3.5,0,1,0,0,0,0,0,0,0,0,0
17321,13.79,1272.0,0.0455,7.8,7.8,510.6,2.8,0,0,0,0,0,0,1,0,0,0,1
17322,15.51,2319.0,-0.0601,1.9,1.9,152.0,3.2,0,0,0,0,0,0,1,0,0,0,1
17323,3.86,3062.6,0.0049,10.8,10.8,388.8,4.5,0,0,0,0,0,0,1,0,0,0,1
17324,6.89,555.0,,12.7,38.1,737.0,19.3,0,1,0,0,0,0,0,0,0,0,0
17325,13.79,3052.0,,7.8,7.8,591.0,2.9,0,0,0,0,0,0,1,0,0,0,1
17326,13.79,5696.0,,4.7,4.7,318.0,4.0,0,0,0,0,0,0,1,0,0,0,1
17327,13.79,6429.0,-0.186,4.7,4.7,318.0,5.3,0,0,0,0,0,0,1,0,0,0,1
17328,6.89,7568.0,0.0192,12.8,12.8,1930.0,4.3,0,0,0,0,0,0,1,0,0,0,1
17329,13.789999999999997,1356.0,0.1275,7.7,7.7,457.0,1.8,0,0,0,0,0,0,0,1,0,0,1
17330,5.676,2034.0,,10.8,10.8,432.0,3.5,0,0,0,0,0,0,1,0,0,0,1
17331,0.1,1000.0,-0.0868,15.0,120.0,10.0,4.6,0,0,0,0,0,1,0,0,0,1,0
17332,13.789999999999997,1344.0,,11.1,11.1,457.0,2.2,0,0,0,0,0,0,0,1,0,0,1
17333,15.17,1345.0,0.1512,8.65351919561243,14.764067574795769,1836.0,1.4,0,0,0,0,0,0,0,0,1,0,1
17334,13.79,2817.4,-0.0195,4.7,4.7,318.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17335,6.89,1519.0,0.0383,12.7,42.3,2743.0,2.7,0,1,0,0,0,0,0,0,0,0,0
17336,6.89,2990.2,-0.0714,8.65351919561243,14.764067574795769,1271.8,3.8,0,0,0,0,0,0,1,0,0,0,1
17337,20.0,3861.0,,10.0,10.0,1650.0,3.2,0,0,0,0,1,0,0,0,0,0,1
17338,17.24,2889.0,-0.0545,8.65351919561243,14.764067574795769,152.0,5.5,0,0,0,0,0,0,1,0,0,0,1
17339,13.79,1904.0,0.1344,5.0,13.3,2134.0,1.8,0,0,0,1,0,0,0,0,0,0,0
17340,13.79,1370.0,-0.0468,7.7,7.7,457.0,4.0,0,0,0,0,0,0,1,0,0,0,1
17341,9.074,2034.0,,10.8,10.8,490.2,2.0,0,0,0,0,0,0,1,0,0,0,1
17342,6.89,5601.0,0.0629,6.4,15.9,914.0,2.0,0,1,0,0,0,0,0,0,0,0,0
17343,9.65,1473.4,,12.7,42.3,1778.0,1.9,0,1,0,0,0,0,0,0,0,0,0
17344,13.79,1881.2,,7.8,7.8,591.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17345,4.13,1670.8,0.1124,12.7,42.3,1778.0,3.2,0,1,0,0,0,0,0,0,0,0,0
17346,6.89,4082.0,,10.0,10.0,660.0,4.3,0,0,0,0,1,0,0,0,0,0,1
17347,10.0,1944.0,,10.0,10.0,498.0,5.2,0,0,0,0,1,0,0,0,0,0,1
17348,12.376,4069.0,,8.65351919561243,14.764067574795769,2134.0,1.8,0,0,0,0,0,0,0,0,0,0,0
17349,18.272,3458.0,-0.1515,1.9,1.9,696.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17350,6.89,5221.0,-0.0198,10.3,10.3,794.0,7.7,0,0,0,0,0,0,1,0,0,0,1
17351,6.89,5371.0,0.0244,37.5,37.5,1953.0,2.9,0,0,0,0,0,0,1,0,0,0,1
17352,6.86,4069.0,0.1354,11.5,11.5,1727.0,2.4,0,0,0,0,0,0,1,0,0,0,1
17353,13.79,3635.0,,1.9,1.9,152.0,1.6,0,0,0,0,0,0,1,0,0,0,1
17354,7.228,4815.0,-0.1684,10.3,10.3,762.0,6.4,0,0,0,0,0,0,1,0,0,0,1
17355,12.07,3244.2,,1.9,1.9,152.0,8.0,0,0,0,0,0,0,1,0,0,0,1
17356,13.79,2798.0,-0.0224,8.65351919561243,14.764067574795769,305.0,12.9,0,0,0,0,0,0,1,0,0,0,1
17357,6.86,4096.0,-0.0601,10.8,10.8,864.0,4.6,0,0,0,0,0,0,1,0,0,0,1
17358,3.45,3648.0,,10.3,10.3,762.0,4.6,0,0,0,0,0,0,1,0,0,0,1
17359,6.72,4069.0,0.0128,10.8,10.8,216.0,4.4,0,0,0,0,0,0,1,0,0,0,1
17360,11.03,1345.0,0.0537,5.6,15.2,2134.0,2.0,0,0,0,0,0,0,1,0,0,0,0
17361,6.889999999999999,5967.0,-0.0303,10.3,10.3,794.0,6.4,0,0,0,0,0,0,1,0,0,0,1
17362,18.96,3998.0,-0.2874,8.65351919561243,14.764067574795769,152.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17363,6.89,3797.0,-0.0188,10.8,10.8,12.0,5.0,0,0,0,0,0,0,1,0,0,0,1
17364,10.0,4750.0,-0.0404,10.0,10.0,521.8,4.8,0,0,0,0,1,0,0,0,0,0,1
17365,6.89,4069.0,,10.8,10.8,864.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17366,6.89,1370.0,,8.65351919561243,14.764067574795769,610.0,4.5,0,0,0,0,0,0,1,0,0,0,1
17367,13.79,1438.0,,7.8,7.8,591.0,2.4,0,0,0,0,0,0,1,0,0,0,1
17368,13.79,2055.0,,7.7,7.7,457.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17369,15.17,2723.0,,9.5,9.5,1836.0,1.6,0,0,0,0,0,0,0,0,1,0,1
17370,13.79,5384.0,-0.0349,4.7,4.7,305.0,10.0,0,0,0,0,0,0,1,0,0,0,1
17371,12.686,2741.0,0.1286,5.6,15.2,2134.0,1.3,0,0,0,0,0,0,0,0,0,0,0
17372,16.0,3056.0,0.1228,10.0,10.0,890.0,1.2,0,0,0,0,1,0,0,0,0,0,1
17373,12.0,4986.0,-0.1224,10.0,10.0,925.6,4.6,0,0,0,0,0,0,1,0,0,0,1
17374,10.0,1000.0,-0.0417,10.0,10.0,565.0,5.0,0,0,0,0,1,0,0,0,0,0,1
17375,9.68,2292.0,0.0886,12.7,42.3,1778.0,2.6,0,1,0,0,0,0,0,0,0,0,0
17376,13.79,1655.0,-0.0179,8.65351919561243,14.764067574795769,457.0,2.6,0,0,0,0,0,0,1,0,0,0,1
17377,6.91,1533.0,0.1703,8.5,24.6,2021.8,2.2,0,1,0,0,0,0,0,0,0,0,0
17378,15.17,1332.0,0.0202,9.5,9.5,1836.0,1.3,0,0,0,0,0,0,0,0,1,0,1
17379,6.79,1899.0,0.0533,10.8,10.8,432.0,4.8,0,0,0,0,0,0,1,0,0,0,1
17380,6.89,5832.0,,10.3,10.3,762.0,5.7,0,0,0,0,0,0,1,0,0,0,1
17381,13.79,2740.0,,3.0,3.0,395.0,2.1,0,0,0,0,0,0,0,1,0,0,1
17382,13.789999999999997,7025.0,-0.0168,4.7,4.7,318.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17383,0.1,1763.0,0.1272,10.8,10.8,38.0,5.0,0,0,0,0,0,0,1,0,0,0,1
17384,6.89,2990.2,-0.062,10.3,10.3,1271.8,4.4,0,0,0,0,0,0,1,0,0,0,1
17385,13.789999999999997,1383.0,,7.7,7.7,457.0,3.0,0,0,0,0,0,0,1,0,0,0,1
17386,18.0,750.0,-0.1103,10.0,10.0,1300.6,1.8,0,0,0,0,1,0,0,0,0,0,1
17387,15.51,1355.0,0.1849,5.6,15.2,2134.0,1.0,0,0,0,0,0,0,0,0,0,0,0
17388,0.1,1858.0,,15.0,120.0,10.0,5.2,0,0,1,0,0,0,0,0,0,1,0
17389,4.16,1519.0,0.1212,8.65351919561243,14.764067574795769,1778.0,3.2,0,0,0,0,0,0,1,0,0,0,0
17390,13.79,679.0,0.0902,8.65351919561243,14.764067574795769,395.8,2.2,0,0,0,0,0,0,1,0,0,0,1
17391,8.001999999999999,5600.0,,15.0,120.0,596.2,4.6,0,0,0,0,0,0,1,0,0,1,0
17392,3.86,4123.0,,10.8,10.8,432.0,4.5,0,0,0,0,0,0,1,0,0,0,1
17393,13.79,5221.0,0.0672,4.7,4.7,318.0,2.5,0,0,0,0,0,0,1,0,0,0,1
17394,13.79,739.0,-0.4505,4.7,4.7,318.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17395,6.89,6279.0,-0.0416,10.3,10.3,794.0,6.0,0,0,0,0,0,0,1,0,0,0,1
17396,6.89,1926.0,,8.5,22.3,1829.0,3.2,0,1,0,0,0,0,0,0,0,0,0
17397,13.79,2658.0,0.0948,7.7,7.7,457.0,1.8,0,0,0,0,0,0,1,0,0,0,1
17398,17.24,1316.0,,8.65351919561243,14.764067574795769,696.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17399,13.79,2817.4,,4.7,4.7,318.0,3.7,0,0,0,0,0,0,1,0,0,0,1
17400,13.79,926.0,-0.1005,7.7,7.7,457.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17401,3.45,5696.0,0.0858,10.3,10.3,762.0,4.2,0,0,0,0,0,0,1,0,0,0,1
17402,6.204,4069.0,,5.6,5.6,432.0,4.0,0,0,0,0,0,0,1,0,0,0,1
17403,6.889999999999999,2577.0,0.034,12.4,12.4,610.0,2.0,0,0,0,0,0,0,1,0,0,0,1
17404,13.79,1356.0,-0.1005,3.0,3.0,2134.0,1.2,0,0,0,0,0,0,1,0,0,0,1
17405,6.226,4096.0,0.0133,10.8,10.8,432.0,4.5,0,0,0,0,0,0,1,0,0,0,1
17406,13.79,3784.0,-0.0863,1.9,1.9,696.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17407,10.34,6212.0,,8.65351919561243,14.764067574795769,762.0,6.6,0,0,0,0,0,0,1,0,0,0,1
17408,17.24,2862.0,-0.0204,8.65351919561243,14.764067574795769,152.0,5.8,0,0,0,0,0,0,1,0,0,0,1
17409,13.79,2055.0,,7.7,7.7,457.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17410,13.79,5737.0,,8.65351919561243,14.764067574795769,318.0,9.5,0,0,0,0,0,0,1,0,0,0,1
17411,13.789999999999997,3389.4,0.0682,4.7,4.7,318.0,2.9,0,0,0,0,0,0,1,0,0,0,1
17412,13.79,5696.0,-0.0805,4.7,4.7,318.0,4.4,0,0,0,0,0,0,1,0,0,0,1
17413,10.0,4750.0,-0.0514,10.0,10.0,660.0,3.2,0,0,0,0,1,0,0,0,0,0,1
17414,3.45,5737.0,,8.65351919561243,14.764067574795769,762.0,4.3,0,0,0,0,0,0,1,0,0,0,1
17415,13.789999999999997,1339.0,0.0947,8.65351919561243,14.764067574795769,457.0,1.8,0,0,0,0,0,0,0,1,0,0,1
17416,0.1,2821.0,0.0344,1.0,1.0,51.0,5.4,0,0,0,0,0,0,1,0,0,0,1
17417,20.0,2875.0,-0.0297,10.0,10.0,1650.0,5.3,0,0,0,0,1,0,0,0,0,0,1
17418,0.1,1078.0,-0.0329,15.0,120.0,10.0,5.1,0,0,1,0,0,0,0,0,0,1,0
17419,7.14,1277.0,0.1523,4.6,4.6,229.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17420,6.89,6618.0,,10.3,10.3,794.0,6.5,0,0,0,0,0,0,1,0,0,0,1
17421,15.51,2360.0,0.0001,1.9,1.9,152.0,3.3,0,0,0,0,0,0,1,0,0,0,1
17422,6.86,3651.8,,10.8,10.8,864.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17423,8.266,2034.0,,8.65351919561243,14.764067574795769,762.0,1.4,0,0,0,0,0,0,1,0,0,0,1
17424,13.79,1709.0,0.0336,7.8,7.8,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17425,13.79,1383.0,,8.65351919561243,14.764067574795769,457.0,2.9,0,0,0,0,0,0,1,0,0,0,1
17426,6.89,3838.0,0.0103,23.6,23.6,1972.0,4.5,0,0,0,0,0,0,1,0,0,0,1
17427,18.96,3328.4,,1.9,1.9,478.4,6.6,0,0,0,0,0,0,1,0,0,0,1
17428,13.79,5533.0,,4.7,4.7,318.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17429,13.789999999999997,4049.0,-0.3246,4.7,4.7,305.0,4.7,0,0,0,0,0,0,1,0,0,0,1
17430,6.89,6446.4,-0.0306,8.65351919561243,14.764067574795769,794.0,6.5,0,0,0,0,0,0,1,0,0,0,1
17431,20.0,1944.0,-0.0058,10.0,10.0,520.0,4.1,0,0,0,0,1,0,0,0,0,0,1
17432,13.79,2776.0,0.1476,9.5,9.5,1829.0,2.2,0,0,0,0,0,0,0,0,1,0,1
17433,6.860000000000001,3784.0,,8.65351919561243,14.764067574795769,216.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17434,13.79,2055.0,0.0948,7.7,7.7,457.0,1.8,0,0,0,0,0,0,1,0,0,0,1
17435,18.96,2048.0,-0.2558,1.9,1.9,369.6,5.2,0,0,0,0,0,0,1,0,0,0,1
17436,18.96,3333.0,-0.12,1.9,1.9,696.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17437,13.79,3391.0,0.0753,4.7,4.7,318.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17438,15.51,2061.0,-0.0434,1.9,1.9,152.0,4.0,0,0,0,0,0,0,1,0,0,0,1
17439,9.65,5615.0,-0.0042,8.65351919561243,14.764067574795769,914.0,3.8,0,1,0,0,0,0,0,0,0,0,0
17440,6.89,4062.0,,10.8,10.8,1727.0,1.9,0,0,0,0,0,0,1,0,0,0,1
17441,12.07,2862.0,-0.0594,1.9,1.9,152.0,6.5,0,0,0,0,0,0,1,0,0,0,1
17442,13.79,7107.0,,4.7,4.7,318.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17443,13.79,4136.0,0.0782,9.5,9.5,1836.0,2.5,0,0,0,0,0,0,0,0,1,0,1
17444,10.34,4774.0,,10.3,10.3,762.0,4.6,0,0,0,0,0,0,1,0,0,0,1
17445,11.687999999999999,2566.6,0.0406,5.6,15.2,2134.0,2.2,0,0,0,0,0,0,0,0,0,0,0
17446,12.478,2733.0,0.1464,9.5,9.5,2134.0,1.9,0,0,0,0,0,0,0,0,1,0,1
17447,13.79,2740.0,,7.7,7.7,457.0,2.1,0,0,0,0,0,0,0,1,0,0,1
17448,6.82,932.0,,8.65351919561243,14.764067574795769,1727.0,2.6,0,0,0,0,0,0,1,0,0,0,1
17449,6.89,833.0,0.0192,23.6,23.6,610.0,4.3,0,0,0,0,0,0,1,0,0,0,1
17450,6.86,4055.0,,10.8,10.8,864.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17451,8.96,4069.0,,11.5,11.5,1524.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17452,13.79,2722.0,0.1114,5.6,15.2,2134.0,2.1,0,0,0,0,0,0,0,0,0,0,0
17453,15.51,6200.0,0.1119,5.6,15.2,2134.0,1.6,0,0,0,0,0,0,0,0,0,0,0
17454,6.89,4123.0,,5.6,5.6,432.0,4.8,0,0,0,0,0,0,1,0,0,0,1
17455,13.79,2055.0,-0.2834,7.7,7.7,457.0,3.2,0,0,0,0,0,0,1,0,0,0,1
17456,13.789999999999997,6347.0,,4.7,4.7,318.0,5.3,0,0,0,0,0,0,1,0,0,0,1
17457,6.89,2292.0,0.0297,12.7,42.3,1778.0,2.6,0,0,0,0,0,0,1,0,0,0,0
17458,6.92,2767.0,0.0063,12.7,38.1,914.0,3.5,0,1,0,0,0,0,0,0,0,0,0
17459,3.45,4001.0,0.0091,10.3,10.3,762.0,3.2,0,0,0,0,0,0,1,0,0,0,1
17460,6.89,2767.0,,12.7,38.1,914.0,3.1,0,1,0,0,0,0,0,0,0,0,0
17461,14.894,4039.0,0.0139,9.5,9.5,1836.0,3.6,0,0,0,0,0,0,0,0,1,0,1
17462,15.51,2102.0,-0.0715,1.9,1.9,696.0,3.3,0,0,0,0,0,0,1,0,0,0,1
17463,13.79,936.0,-0.2364,7.7,7.7,457.0,3.8,0,0,0,0,0,0,1,0,0,0,1
17464,13.79,5249.0,-0.0102,4.7,4.7,318.0,9.1,0,0,0,0,0,0,1,0,0,0,1
17465,6.89,3513.0,,8.65351919561243,14.764067574795769,432.0,3.4,0,0,0,0,0,0,1,0,0,0,1
17466,13.789999999999997,3389.4,-0.4486,4.7,4.7,318.0,4.6,0,0,0,0,0,0,1,0,0,0,1
17467,13.79,1356.0,-0.0556,7.7,7.7,482.8,3.4,0,0,0,0,0,0,1,0,0,0,1
17468,6.89,2807.0,,6.4,15.9,914.0,8.0,0,1,0,0,0,0,0,0,0,0,0
17469,12.41,1062.0,-0.1076,4.7,4.7,318.0,2.9,0,0,0,0,0,0,1,0,0,0,1
17470,6.89,959.0,,23.6,23.6,1621.8,4.5,0,0,0,0,0,0,1,0,0,0,1
17471,13.79,6144.0,-0.0298,4.7,4.7,318.0,3.4,0,0,0,0,0,0,1,0,0,0,1
17472,15.51,3679.0,,5.6,15.2,2134.0,1.6,0,0,0,0,0,0,0,0,0,0,0
17473,13.79,1221.0,0.1946,8.65351919561243,14.764067574795769,670.8,1.4,0,0,0,0,0,0,1,0,0,0,1
17474,6.86,4056.0,0.0902,10.8,10.8,1727.0,8.0,0,0,0,0,0,0,1,0,0,0,1
17475,6.89,3730.0,,10.3,10.3,762.0,4.7,0,0,0,0,0,0,1,0,0,0,1
17476,7.926,1899.0,,11.1,11.1,457.0,2.5,0,0,0,0,0,0,0,1,0,0,1
17477,13.79,4069.0,,4.7,4.7,318.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17478,6.93,3770.0,,10.8,10.8,1381.8,2.2,0,0,0,0,0,0,1,0,0,0,1
17479,6.86,1031.0,0.0763,8.65351919561243,14.764067574795769,216.0,3.5,0,0,0,0,0,0,1,0,0,0,1
17480,13.79,3146.0,-0.0708,1.9,1.9,152.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17481,0.2,2000.0,-0.0137,15.0,120.0,10.0,4.1,0,0,0,0,0,1,0,0,0,1,0
17482,12.0,4038.0,0.1,10.8,10.8,1650.0,2.6,0,0,0,0,1,0,0,0,0,0,1
17483,12.07,3458.0,-0.0335,1.9,1.9,260.8,4.5,0,0,0,0,0,0,1,0,0,0,1
17484,13.79,1349.0,0.0145,11.1,11.1,457.0,2.7,0,0,0,0,0,0,1,0,0,0,1
17485,6.89,949.0,-0.0299,37.5,37.5,1953.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17486,15.51,3743.0,0.0415,1.9,1.9,152.0,4.5,0,0,0,0,0,0,1,0,0,0,1
17487,16.0,1617.0,,10.0,10.0,890.0,3.2,0,0,0,0,0,0,1,0,0,0,1
17488,16.0,1000.0,0.1312,10.0,10.0,518.8,1.8,0,0,0,0,1,0,0,0,0,0,1
17489,13.79,4882.0,-0.082,4.7,4.7,318.0,3.9,0,0,0,0,0,0,1,0,0,0,1
17490,13.79,2055.0,-0.0846,7.7,7.7,457.0,3.5,0,0,0,0,0,0,1,0,0,0,1
17491,13.79,1600.0,0.0657,8.65351919561243,14.764067574795769,318.0,2.7,0,0,0,0,0,0,1,0,0,0,1
17492,13.79,2804.4,,8.65351919561243,14.764067574795769,1836.0,2.4,0,0,0,0,0,0,0,0,1,0,1
17493,14.478,2740.0,,8.65351919561243,14.764067574795769,152.0,9.0,0,0,0,0,0,0,1,0,0,0,1
17494,13.79,3635.0,0.0635,4.6,4.6,295.0,3.4,0,0,0,0,0,0,1,0,0,0,1
17495,15.169999999999998,3608.0,-0.0863,4.7,4.7,318.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17496,11.07,4069.0,,11.5,11.5,914.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17497,8.238,3852.0,0.1827,5.6,5.6,682.8,2.7,0,0,0,0,0,0,1,0,0,0,1
17498,13.79,1904.0,0.1162,5.6,15.2,2134.0,1.4,0,0,0,0,0,0,0,0,0,0,0
17499,6.89,5479.0,-0.0415,10.3,10.3,794.0,5.8,0,0,0,0,0,0,1,0,0,0,1
17500,8.012,2292.0,-0.0097,12.7,42.3,1778.0,4.2,0,1,0,0,0,0,0,0,0,0,0
17501,13.79,2007.0,-0.159,7.7,7.7,490.6,3.6,0,0,0,0,0,0,0,1,0,0,1
17502,13.79,1356.0,,7.7,7.7,457.0,1.4,0,0,0,0,0,0,1,0,0,0,1
17503,6.86,2034.0,-0.0416,10.8,10.8,216.0,5.9,0,0,0,0,0,0,1,0,0,0,1
17504,18.96,2563.0,,1.9,1.9,152.0,6.0,0,0,0,0,0,0,1,0,0,0,1
17505,6.89,3112.4,-0.0431,12.8,12.8,1930.0,5.8,0,0,0,0,0,0,1,0,0,0,1
17506,18.27,2848.0,-0.0156,8.65351919561243,14.764067574795769,64.0,2.9,0,0,0,0,0,0,1,0,0,0,1
17507,13.79,2034.0,0.0258,7.7,7.7,457.0,1.8,0,0,0,0,0,0,1,0,0,0,1
17508,17.24,2211.0,-0.0416,1.9,1.9,152.0,5.0,0,0,0,0,0,0,1,0,0,0,1
17509,13.79,2684.0,0.0537,8.65351919561243,14.764067574795769,1836.0,1.4,0,0,0,0,0,0,0,0,1,0,1
17510,6.89,1912.0,,23.6,23.6,1042.8,3.6,0,0,0,0,0,0,1,0,0,0,1
17511,0.1,2760.4,0.0864,1.0,1.0,51.0,7.2,0,0,0,0,0,0,1,0,0,0,1
17512,6.89,5221.0,-0.0434,8.65351919561243,14.764067574795769,794.0,5.2,0,0,0,0,0,0,1,0,0,0,1
17513,13.79,3920.0,-0.0565,1.9,1.9,1558.8,3.7,0,0,0,0,0,0,1,0,0,0,1
17514,13.79,2055.0,-0.1756,8.65351919561243,14.764067574795769,457.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17515,6.79,4096.0,0.0126,10.8,10.8,432.0,5.3,0,0,0,0,0,0,1,0,0,0,1
17516,8.645999999999999,1546.0,0.0886,7.8,7.8,591.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17517,6.86,2034.0,,10.8,10.8,432.0,3.1,0,0,0,0,0,0,1,0,0,0,1
17518,13.79,963.0,0.1113,7.7,7.7,529.4,1.7,0,0,0,0,0,0,1,0,0,0,1
17519,13.79,3133.0,-0.0098,1.9,1.9,2255.8,5.9,0,0,0,0,0,0,1,0,0,0,1
17520,6.92,1519.0,0.0335,8.65351919561243,14.764067574795769,1778.0,4.6,0,1,0,0,0,0,0,0,0,0,1
17521,6.89,6998.0,-0.0303,37.5,37.5,1953.0,3.2,0,0,0,0,0,0,1,0,0,0,1
17522,13.79,3608.0,,4.7,4.7,318.0,2.5,0,0,0,0,0,0,1,0,0,0,1
17523,13.79,3679.0,,8.65351919561243,14.764067574795769,824.0,2.2,0,0,0,0,0,0,1,0,0,0,1
17524,6.89,3797.0,,23.6,23.6,610.0,3.5,0,0,0,0,0,0,1,0,0,0,1
17525,18.96,2075.0,-0.1554,1.9,1.9,152.0,3.6,0,0,0,0,0,0,1,0,0,0,1
17526,6.89,7568.0,,8.65351919561243,14.764067574795769,1930.0,2.3,0,0,0,0,0,0,1,0,0,0,1
17527,13.79,1316.0,0.0496,5.7,5.7,625.0,2.8,0,0,0,0,0,0,1,0,0,0,1
17528,10.34,7554.0,-0.1347,10.3,10.3,762.0,5.0,0,0,0,0,0,0,1,0,0,0,1
17529,6.85,2292.0,,12.7,51.314406244737526,2743.0,1.6,0,1,0,0,0,0,0,0,0,0,0
17530,7.19,1755.0,0.0109,12.7,51.314406244737526,1778.0,6.6,0,0,0,0,0,0,1,0,0,0,0
17531,6.45,2807.0,-0.0058,6.4,15.9,914.0,4.1,0,1,0,0,0,0,0,0,0,0,0
17532,6.86,4069.0,,10.8,10.8,432.0,3.8,0,0,0,0,0,0,1,0,0,0,1
17533,8.27,3678.0,0.0202,5.6,15.2,2134.0,2.2,0,0,0,0,0,0,0,0,0,0,0
17534,6.89,5479.0,-0.0386,10.3,10.3,794.0,4.7,0,0,0,0,0,0,1,0,0,0,1
17535,7.895999999999999,1519.0,0.0196,12.7,42.3,1778.0,2.8,0,0,0,0,0,0,1,0,0,0,0
17536,6.89,3784.0,-0.0457,23.6,23.6,610.0,4.5,0,0,0,0,0,0,1,0,0,0,1
17537,6.83,4069.0,-0.0188,10.8,10.8,691.2,4.8,0,0,0,0,0,0,1,0,0,0,1
